제품코드,적용시작일자,급여기준,상한가,가산금,투여경로,제품명,규격,단위,업체명,분류번호,주성분코드,전문/일반,퇴장방지,의약품동등성,저가대체가산여부,예외의약품구분,임의조제불가항목,고시일자,대응코드,희귀의약품구분,판매예정일,동일 의약품,청구규격,본인부담률D(30%)여부,본인부담률A(50%)여부,본인부담률B(80%)여부,선별급여여부,변경이전약품코드,변경이후약품코드,ATC코드,ATC코드_명칭,eng_ingredient_from_benefit
651502390,2016-10-01,삭제,,,외용,하이티손크림(히드로코르티손발레레이트),1,g,(주)하원제약,269,171301CCM,전문의약품,,,,,,2015-12-09,,,,,1,,,,,651502390,651502391,,,
651502391,2022-03-01,삭제,,,외용,하이티손크림(히드로코르티손발레레이트)_(0.9g/450g),450,g/병,(주)하원제약,264,171332CCM,전문의약품,,,,,,2021-08-26,,,,,450,,,,,651502391,,,,
651502410,2013-05-01,삭제,,0,내복,헤파틸정(말로틸레이트),1,정,(주)하원제약,391,187702ATB,전문의약품,,,,,,2013-04-29,,,,,1,,,,,,,,,
651502430,2011-11-01,삭제,,0,내복,로사트정100밀리그램(로자탄칼륨),1,정,(주)하원제약,214,185702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-10-28,,,,,1,,,,,A25804111,,,,losartan potassium (as losartan 91.6mg)
651502450,2011-11-01,삭제,,0,내복,안트로스정(염화트로스피움),1,정,(주)하원제약,124,245502ATB,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A25854121,,,,
651502460,2012-03-01,삭제,,0,내복,세피르정(프로나제B),1,정,(주)하원제약,395,219301ATE,일반의약품,,,,,,2011-11-30,,,,,1,,,,,A25854131,,,,
651502470,2010-12-01,삭제,,0,내복,젠타스건조시럽(아지스로마이신),1,ml,(주)하원제약,618,112702ASY,전문의약품,,,,,,2010-11-29,,,,,1,,,,,A25854141,,,,
651502490,2021-11-01,삭제,,,내복,베나프로캡슐(나프로닐옥살산염)_(0.1g/1캡슐),1,캡슐,(주)하원제약,217,198601ACH,전문의약품,,,,,,2021-10-22,,,,,1,,,,,651502490,,,,nafronyl oxalate 0.1g
651502510,2010-04-01,삭제,,0,내복,네오브론캡슐(아세브로필린),1,캡슐,(주)하원제약,229,100701ACH,전문의약품,,,,,,2009-09-29,,,,,1,,,,,A25804071,A23055991,,,acebrophylline 0.1g
651502520,2023-09-05,급여,107,,내복,타미돌세미정_(1정),1,정,(주)하원제약,114,480600ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A25854081,,N02AJ13,tramadol and paracetamol,acetaminophen 0.1625g
651502540,2024-10-01,삭제,,,내복,네오리진정(레보세티리진염산염)_(5mg/1정),1,정,(주)하원제약,141,463601ATB,전문의약품,,,,,,2024-03-28,,,,,1,,,,,651502540,,,,levocetirizine dihydrochloride 5mg
651502560,2017-02-01,급여,782,,내복,코플렉스정160/12.5mg_(1정),1,정,(주)하원제약,214,442600ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A25854191,,C09DA03,valsartan and diuretics,hydrochlorothiazide 12.5mg
651502570,2023-09-05,급여,462,,내복,코플렉스정80/12.5mg_(1정),1,정,(주)하원제약,214,356400ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A25854181,,C09DA03,valsartan and diuretics,hydrochlorothiazide 12.5mg
651502580,2012-04-01,삭제,,0,내복,텐페로정(발사르탄),1,정,(주)하원제약,214,247101ATB,전문의약품,,,,,,2011-09-27,,,,,1,,,,,A25854221,655402870,,,valsartan 80mg
651502590,2011-11-01,삭제,,0,내복,프렉토캡슐(부플로메딜인산피리독살),1,캡슐,(주)하원제약,217,119701ACH,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A25854231,,,,
651502670,2017-02-01,급여,170,,내복,모니트정350밀리그램(모니플루메이트)_(0.35g/1정),1,정,(주)하원제약,114,458402ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,,,M01AX22,morniflumate,morniflumate 0.35g
651502720,2026-02-01,삭제,,,내복,스카딘정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,(주)하원제약,232,430101ATB,전문의약품,,,,,,2025-07-24,,,2015-07-25,,1,,,,,651502720,,A02X,OTHER DRUGS FOR ACID RELATED DISORDERS,artemisiae argyi folium 95% ethanol ext.(20→1) 60mg
